Date,LTCBTC,open,high,low,close,vol_btc,vol_aud,weighted_price
28/3/15,0.00673,380.85,391.98,375,381.56,120.12,45599.86,379.62
29/3/15,0.00683,378.34,386.33,375.01,378.06,63.74,24185.88,379.42
30/3/15,0.00678,383.66,400,381.12,392.1,156.73,61621.05,393.16
31/3/15,0.00675,391.8,406,388,390.91,175,69549.11,397.42
1/4/15,0.00674,390.75,397.4,335,351.34,272.7,101829.54,373.42
2/4/15,0.00669,351.73,397.4,338,359.07,235.04,83731.34,356.24
3/4/15,0.00666,358,361.75,348.03,355.38,94.13,33186.77,352.57
4/4/15,0.00665,353.97,354.79,344.9,346,62.88,21900.02,348.3
5/4/15,0.00658,352.5,363.2,343.5,359.75,49,17153.46,350.09
6/4/15,0.00655,352.29,364.99,350,359.57,177.06,63288.32,357.44
7/4/15,0.00657,359.72,393,330,330.63,260.31,90569.59,347.93
8/4/15,0.00661,345.67,345.85,316.29,324.96,131.53,43201.34,328.45
9/4/15,0.00651,325.88,380,314.61,324.8,205,67479.08,329.17
10/4/15,0.00644,324.8,379,316,329.19,257.62,85222.28,330.81
11/4/15,0.00622,331.38,336.27,326,329.13,33.36,11041.69,330.96
12/4/15,0.00621,331.09,336.99,304.13,333.06,85.06,27795.76,326.78
13/4/15,0.00621,325.7,341.69,316.4,337.98,166.05,54235.01,326.62
14/4/15,0.00625,338.35,382,324.26,325.25,336.41,113584.98,337.64
15/4/15,0.00614,334.65,344,318.53,336.13,271.1,88886.94,327.87
16/4/15,0.00618,348.89,375,317.78,339.83,274.24,93959.67,342.61
17/4/15,0.00634,337,374.74,331.96,332.69,149.43,51256.94,343.02
18/4/15,0.00629,337.93,343.14,329.5,339.98,34.91,11669.95,334.31
19/4/15,0.00626,339.99,343.99,329.99,341.98,46.69,15809.37,338.6
20/4/15,0.00627,344,349.78,337.84,341.51,65.2,22351.71,342.81
21/4/15,0.00613,341.35,342.82,334.07,340.24,137.91,46554.51,337.57
22/4/15,0.00619,339.79,357.02,320.55,325.07,395.6,134690.23,340.47
23/4/15,0.00616,326.22,330.08,313.07,321.13,213.97,68674.17,320.95
24/4/15,0.00615,321.97,323.43,307.8,316.05,191.65,60500.14,315.68
25/4/15,0.00617,315.95,319.15,307.17,308.4,52.3,16266.88,311.06
26/4/15,0.00607,316.4,317.83,309,309.22,30.15,9418.83,312.38
27/4/15,0.00603,309.22,317.65,300,310,317.16,98231.03,309.72
28/4/15,0.00605,309.9,316,287.3,301.72,537.53,161239.63,299.97
29/4/15,0.00608,301.72,308.59,290.5,297.75,251.54,74592.89,296.54
30/4/15,0.00610,297.75,373.7,292.22,300.78,334.11,102419.48,306.54
1/5/15,0.00604,301.1,304.77,290.18,291.92,114.3,34008.44,297.55
2/5/15,0.00607,293.98,293.98,287.16,289.58,59.63,17316.25,290.38
3/5/15,0.00597,289.91,292.5,285.02,286.07,54.54,15761.46,288.99
4/5/15,0.00590,287.3,303.14,285.51,291.58,252.86,74006.02,292.68
5/5/15,0.00598,293.95,315.68,292.06,314.47,371.26,111521.27,300.38
6/5/15,0.00601,318,318,302.6,309.11,238.39,73751.28,309.37
7/5/15,0.00611,307.32,313.84,100,308.93,141.78,43130.84,304.21
8/5/15,0.00604,303,308.94,293.03,299.95,112.44,33905.96,301.55
9/5/15,0.00598,299.95,302.88,292,292.2,27.71,8253.26,297.79
10/5/15,0.00599,297.01,297.01,276.43,284.28,80.89,23020.43,284.6
11/5/15,0.00595,285.44,298.13,280.01,298.13,238.27,67804.03,284.57
12/5/15,0.00596,297.15,298.09,282.84,287.91,298.79,86788.72,290.47
13/5/15,0.00607,287.78,289.15,283,288.02,241.11,68801.14,285.35
14/5/15,0.00610,288.87,296.95,283.54,296.77,173.2,49698.19,286.94
15/5/15,0.00612,295.5,369,294.5,297.99,279.1,86135.16,308.62
16/5/15,0.00616,297.96,302.37,287.47,292.12,70.09,20862.91,297.64
17/5/15,0.00615,298.94,312.49,298.94,307,148.05,45312.49,306.07
18/5/15,0.00618,307.96,315.07,305.39,309.9,216.59,66878,308.77
19/5/15,0.00623,309.57,312.46,296.29,305.79,251.94,76683.24,304.38
20/5/15,0.00623,306.48,310,294.02,301.93,188.17,56754.88,301.62
21/5/15,0.00626,301.17,301.92,275,301.92,197.74,57466.82,290.61
22/5/15,0.00740,300.03,313.14,297.6,309.5,355.3,107486.67,302.52
23/5/15,0.00612,309.5,309.5,302.6,305.87,42.26,12946.15,306.35
24/5/15,0.00749,302.65,310,301.01,308.36,121.31,37121.87,306.02
25/5/15,0.00754,308.38,311.9,301.02,310.82,172.97,52941.58,306.08
26/5/15,0.00611,310.56,311.72,301,305.3,216.32,66147.13,305.79
27/5/15,0.00611,305.95,315.3,298,299.44,263.16,80203.69,304.77
28/5/15,0.00613,298.53,312,290,296.23,366.7,109033.62,297.34
29/5/15,0.00613,296.97,312.2,296.74,299.53,224.1,67714.78,302.16
30/5/15,0.00613,304.36,308.87,295,295.53,111,33224.21,299.33
31/5/15,0.00614,296.03,302.83,296.03,301.42,29.1,8719.98,299.65
1/6/15,0.00715,301.42,310.5,291.84,295.46,282.85,84625.41,299.19
2/6/15,0.00613,295.01,307.98,291.02,299.67,264.71,79466.86,300.2
3/6/15,0.00612,299.67,309.46,296.71,301.69,292.53,88106.59,301.18
4/6/15,0.00740,301.69,310,298.86,310,282.45,85949.59,304.3
5/6/15,0.00764,303.97,310.47,299.22,310.47,130.64,39755.44,304.32
6/6/15,0.00780,309.84,309.84,306.01,309.36,21.78,6707.76,308.03
7/6/15,0.00776,306.09,310,304.02,307.22,78.47,24131.6,307.52
9/6/15,0.00790,307.21,309.97,301,304.93,147.54,45172.81,306.16
10/6/15,0.00713,304.78,316,302.07,308.02,326.98,101446.7,310.26
11/6/15,0.00779,314.43,315,308.05,313.03,140.33,43590.35,310.63
12/6/15,0.00784,311.5,316.17,305.02,314.5,332.48,103480.53,311.24
13/6/15,0.00800,314.5,314.66,307.15,314.65,212.09,66008.8,311.23
14/6/15,0.00853,314.59,314.59,304.5,304.5,154.67,47648.68,308.07
16/6/15,0.01019,308.52,309.97,302.5,308.42,73.51,22573.25,307.09
17/6/15,0.01159,303.52,311,299,303.72,406.78,124112.88,305.11
18/6/15,0.01237,303.72,312.41,296,308.85,361.7,109467.24,302.65
20/6/15,0.01226,308.75,309.9,299,308.97,304.58,93091.99,305.64
21/6/15,0.01220,308.97,309.47,298,305.42,397.01,120142.46,302.62
22/6/15,0.01220,304.78,304.78,296.01,298.93,93.75,28048.83,299.18
24/6/15,0.01177,302.95,303.86,300.01,302.03,44.4,13393.9,301.7
25/6/15,0.01174,303.86,305.08,296,296,49.74,15038.16,302.34
26/6/15,0.01174,302.74,308.48,297.01,307.7,192.76,58448.75,303.23
27/6/15,0.01229,308.38,310,302.98,310,135.92,41911.35,308.35
28/6/15,0.01232,310,312.5,303.95,307.21,307.82,95123.26,309.02
29/6/15,0.01455,307.22,311.83,303.88,306,282.32,86805.53,307.47
30/6/15,0.01530,306,310.21,303.04,310.05,268.66,82735.81,307.96
1/7/15,0.01540,310.06,311.97,308,309.3,55.45,17215.81,310.48
2/7/15,0.01586,312.27,314.45,307.03,308.17,41.46,12920.81,311.64
3/7/15,0.01624,314.3,320,309.04,318.22,256.2,81154.39,316.76
4/7/15,0.01590,318.25,336.66,314,332,447.35,143438.51,320.64
5/7/15,0.01700,328.73,337.85,326.53,335.03,589.05,195702.69,332.24
6/7/15,0.02078,331.5,337.67,321.31,327.06,159.18,52328.94,328.74
7/7/15,0.02005,327.06,335,320,323,146.32,47923.49,327.52
8/7/15,0.02261,321.52,322.69,311.83,317.4,191.45,60618.72,316.63
9/7/15,0.02966,319.01,322.74,313.7,321.6,36.5,11622.08,318.39
10/7/15,0.01476,320.87,328.79,318.01,326.37,308.65,99311.23,321.76
11/7/15,0.01483,326.3,327.99,315,318.29,301.2,96712.24,321.09
12/7/15,0.01706,315.83,330,314,318.95,394.87,127313.57,322.42
13/7/15,0.01614,317.8,319.94,312.83,317.23,167.07,52654.03,315.17
14/7/15,0.01626,319.05,329.99,7.25,317.94,310.8,99340.62,319.63
15/7/15,0.01475,319.14,327.13,314,327.12,89.15,28434.53,318.94
16/7/15,0.01307,327.49,327.49,318.03,322,34.22,10999.75,321.4
17/7/15,0.01384,321.97,334,318.03,334,285.97,93200.39,325.91
18/7/15,0.01429,334,350,334,347.35,361.32,124154.32,343.62
19/7/15,0.01379,349.45,424,333.66,348,452.62,159774.18,353
20/7/15,0.01368,347.97,355.2,332.02,336.03,377.94,129700.35,343.18
21/7/15,0.01376,333.42,339.22,330.04,338.44,172.33,57747.52,335.09
22/7/15,0.01386,335.37,350,335.37,350,68.92,23740.9,344.49
23/7/15,0.01369,349.99,365.35,346.03,363,56.95,20356.96,357.43
24/7/15,0.01573,363,372.97,358.11,370.61,407.02,149559.31,367.45
25/7/15,0.01625,369.7,376,359,361.32,571.98,208882.58,365.19
26/7/15,0.01601,360.49,375,7,370.44,440,161102.9,366.14
27/7/15,0.01594,369,375,364.95,372.42,378.33,139362.17,368.37
29/7/15,0.01669,369.92,392,7,384.89,329.37,124601.85,378.3
30/7/15,0.01610,384.99,392.5,379.06,389.02,167.36,64785.5,387.1
31/7/15,0.01625,391.02,414.87,391.02,409.4,241.79,96789.33,400.31
1/8/15,0.01491,409.4,427.73,380,399.98,516.21,209451.73,405.75
2/8/15,0.01465,397.97,405,389,393.98,359.44,141476.11,393.6
3/8/15,0.01540,393.61,402,389.5,396.36,388.2,153316.2,394.94
4/8/15,0.01538,397,401.27,371.58,381.76,369.61,143527.2,388.32
5/8/15,0.01540,380.31,382.97,365.01,379.99,316.48,118597.46,374.74
6/8/15,0.01463,377.86,387.93,367.5,370.55,161.65,61028.11,377.53
7/8/15,0.01500,372.79,378.28,365,374.48,106.99,39676.09,370.84
8/8/15,0.01506,369.99,383.04,366,382.75,435.02,162222.86,372.91
9/8/15,0.01471,382.82,390.37,374.56,378.22,438.05,167064.14,381.38
10/8/15,0.01493,378.03,385,37.9,376,358.96,134609.2,375
11/8/15,0.01515,375.27,385,368,374,449.53,168589.9,375.04
12/8/15,0.01501,375.95,394.76,371.07,387.93,304.93,115816.58,379.82
13/8/15,0.01463,385.9,396.5,384.03,394.62,98.42,38481.17,391
14/8/15,0.01520,394.62,400,392.5,398.26,70.5,27899.58,395.76
15/8/15,0.01514,400,425.9,393.99,408.85,466.39,188259.03,403.66
16/8/15,0.01533,418.99,425,0.7,401.43,532.21,218895.25,411.3
17/8/15,0.01546,406.61,413.43,394.68,407.44,414.72,167958.29,405
18/8/15,0.01544,407.52,413.25,391,395.07,460.08,184273.38,400.53
19/8/15,0.01527,395.07,400.99,385.01,390,284.59,111518.56,391.86
20/8/15,0.01537,390,390.37,380,380.79,112.36,43254.33,384.97
21/8/15,0.01534,384.93,390.98,384.27,390.98,48.6,18821.02,387.26
22/8/15,0.01526,390.95,399.99,383.01,394.2,254.21,99426.61,391.12
23/8/15,0.01501,397.79,402,385,394,303.71,119087.03,392.1
24/8/15,0.01428,394,395,383.9,385.07,379.7,147991.55,389.76
25/8/15,0.01374,388.14,388.2,380,382.29,265.25,102120.61,385
26/8/15,0.01319,382.22,384.76,378,382.26,200.38,76252.3,380.54
27/8/15,0.01305,380,384.99,361,361,144.22,53998.91,374.43
28/8/15,0.01266,360.1,368.23,355,362,280.06,100862.96,360.14
29/8/15,0.01253,362.53,371.99,362.53,370,378.66,138913.47,366.85
30/8/15,0.01238,367,375.13,360.16,375.13,467.09,171169.45,366.46
31/8/15,0.01234,375.13,384.12,371.69,379.5,247.3,93355.76,377.51
1/9/15,0.01236,379.5,379.5,362.54,365.87,246.46,90739.7,368.17
2/9/15,0.01230,365.87,371.92,360.56,367.33,169.17,61573.75,363.97
3/9/15,0.01157,363.25,365.58,356.5,363.02,223.98,81095.85,362.06
4/9/15,0.01177,360.62,366.47,355,366.47,115.6,41825.04,361.81
5/9/15,0.01242,359.28,367.41,354.56,364.89,470.16,169521.47,360.56
6/9/15,0.01276,364.7,364.89,310,310,641.62,227126.95,353.99
7/9/15,0.01267,329.33,337.31,311,315.97,733.44,234673.47,319.96
8/9/15,0.01254,315.63,331.33,315.03,325.31,405.92,131057.8,322.87
9/9/15,0.01236,322.53,334.5,319.19,329.4,401.52,130071.19,323.95
10/9/15,0.01232,329.4,329.55,315.04,322.5,235.43,76014.02,322.87
11/9/15,0.01230,322.09,324.99,317.3,324.99,216.8,69366.26,319.96
12/9/15,0.01215,322,326,306.38,313.86,691.1,217797.67,315.15
13/9/15,0.01220,313,328,292,318,779.05,238624.9,306.3
14/9/15,0.01235,319.04,332.97,317.34,323.21,545.98,176958.49,324.11
15/9/15,0.01224,326.66,326.89,315.57,319.19,372.17,119184.28,320.24
16/9/15,0.01213,318.24,328.78,310,326.71,381.48,121081.16,317.39
17/9/15,0.01254,323.24,327.1,316,323.9,168.81,54250.77,321.37
18/9/15,0.01271,325.22,325.22,311,319.87,213.87,68349.11,319.58
19/9/15,0.01239,319.64,324.97,312.97,323.68,561.61,179487.7,319.6
20/9/15,0.01229,322.9,329,317.3,324.48,534.29,171649.22,321.26
21/9/15,0.01233,323.37,328.5,316.07,324.5,596.2,192285.89,322.52
22/9/15,0.01231,324,330.97,320.02,323.11,369.93,119764.15,323.75
23/9/15,0.01235,323.87,333.22,320.01,328,314.86,102543.74,325.68
24/9/15,0.01247,328,342.38,325.03,342.38,104.82,34953.61,333.45
25/9/15,0.01230,338.25,347.99,335.01,345.99,253.88,87073.79,342.97
26/9/15,0.01224,345.99,346,341.51,345,248.95,85804.14,344.66
27/9/15,0.01227,344,356.66,344,349,324.64,113546.26,349.76
28/9/15,0.01261,349,350.67,331,337.95,432.88,147522.24,340.79
29/9/15,0.01275,337.95,340.5,333.05,335,180.58,61070.06,338.18
30/9/15,0.01276,339.63,340.5,335.51,338,97.14,32869.08,338.36
1/10/15,0.01271,338,342.63,333,333,157.94,53135.49,336.42
2/10/15,0.01257,333,336,321.4,325,178.78,58936.83,329.67
3/10/15,0.01266,324.9,333.38,320.51,332.58,353.1,115136.7,326.08
4/10/15,0.01258,331.15,335,323.16,329.99,501.46,163766.77,326.58
5/10/15,0.01256,329.47,332.97,323.05,331.18,434.78,141998.69,326.6
6/10/15,0.01263,325.6,332.92,322.46,324.32,482.84,157076.02,325.32
7/10/15,0.01262,324.35,328.97,322.5,326.85,294.57,95793.84,325.2
8/10/15,0.01261,325.35,328.17,323.27,323.3,66.75,21707.55,325.21
9/10/15,0.01273,326,328.8,323.75,325,119.01,38826.77,326.23
10/10/15,0.01269,326.99,329.17,318.25,318.45,499.61,161435.79,323.13
11/10/15,0.01275,322.15,331,317.13,329.23,388.07,125486.16,323.36
13/10/15,0.01267,329.72,332.74,325.38,329.97,445.64,146279.57,328.25
14/10/15,0.01242,329.89,336.2,328.11,335.07,171.81,56958.55,331.52
15/10/15,0.01216,334.92,342.34,333.75,338.3,321.4,108073.28,336.26
16/10/15,0.01181,337.74,338.41,335.01,337.57,91.1,30594.73,335.83
17/10/15,0.01137,336.6,337.64,335.03,337.14,86.47,29085.14,336.35
18/10/15,0.01145,335.93,348.2,335,346.7,410.6,139673.39,340.17
19/10/15,0.01158,343.74,346.6,329.54,342,465.16,158553,340.86
20/10/15,0.01141,341.97,344,338.48,339.3,366.53,124744.3,340.34
21/10/15,0.01151,339.2,344.97,338.01,340.1,247.16,84137.73,340.42
22/10/15,0.01133,340.75,342.6,338.6,339.47,129.65,44073.23,339.94
23/10/15,0.01125,339.7,340.4,338.3,340.4,87.22,29665.65,340.12
24/10/15,0.01104,340.3,345.82,339.71,340.83,87.13,29769.47,341.67
25/10/15,0.01077,341.62,346.99,336.58,344.96,227.53,77669.36,341.36
26/10/15,0.01093,344.96,350,333,350,526.49,179465.22,340.87
27/10/15,0.01045,349.9,350,323,343.43,470.73,161610.18,343.32
28/10/15,0.01023,342.07,344.06,338.5,341.25,305,104082.08,341.25
29/10/15,0.01200,341.58,343.36,338,339,112.62,38249.39,339.63
30/10/15,0.01205,339.57,343.24,338.06,340.35,112.38,38224.43,340.13
31/10/15,0.01166,340.78,344.53,339.1,344.4,84.52,28896.71,341.9
1/11/15,0.01158,344.4,347.66,340,345,306.18,105110.71,343.3
2/11/15,0.01162,344.99,349.99,338,349.27,285.97,98138.76,343.18
3/11/15,0.01133,349.2,354.99,347.49,352.03,176.28,61964.82,351.52
4/11/15,0.01014,352.1,354.14,345,352.89,272.87,95502.02,349.99
5/11/15,0.00984,352.98,364.98,344.9,361.86,227.44,80137.34,352.34
6/11/15,0.00939,363.89,376,362.42,374.99,161.81,60020.68,370.93
7/11/15,0.00921,376.99,377.9,365.05,370,34.95,12993.9,371.79
8/11/15,0.00920,369.76,376,366.33,375.84,107.23,39879.19,371.91
9/11/15,0.00889,375.85,381.87,372,379.9,287.37,107838.56,375.26
10/11/15,0.00924,379.79,383.87,369.8,377.89,256.2,96953.04,378.42
11/11/15,0.00958,377.9,393.97,373.8,388.97,185.98,70767.43,380.51
12/11/15,0.00974,388.86,394.65,386.1,388.95,235.81,91892.3,389.68
13/11/15,0.00969,392,395.5,392,395.5,47.46,18699.1,394.03
14/11/15,0.00957,395.47,411.9,395.47,400.04,238.36,96854.19,406.34
15/11/15,0.00967,400.1,409.71,399.1,404.62,237.42,95705.54,403.1
16/11/15,0.00966,407.75,423.99,404.1,423.89,251.89,104034.77,413.02
17/11/15,0.00959,423.89,437.8,420.01,434.9,380.53,163658.51,430.08
18/11/15,0.00954,434.9,461.48,430.03,457.56,242.55,107464.71,443.07
19/11/15,0.00960,457.24,500,455.03,475.5,401.82,192725.27,479.63
20/11/15,0.00971,482.5,493.5,427.1,442.9,339.99,156709.19,460.93
21/11/15,0.00962,442.9,476.92,437.72,471,194.63,87458.27,449.36
22/11/15,0.00968,474.75,523.1,469.75,523.1,310.86,151891.71,488.62
23/11/15,0.00968,523.13,592.08,512.03,573,391.4,214248,547.38
24/11/15,0.00968,573,700,544.62,602.57,712.46,445525.43,625.33
25/11/15,0.01009,579.9,641.04,489.08,527.8,740.63,422193.14,570.05
26/11/15,0.01024,550.38,579.98,501,540.75,337.67,179722.29,532.24
27/11/15,0.00997,541.68,560,540.35,559.89,77.5,42654.51,550.4
28/11/15,0.00986,556.9,558.69,528.35,545.27,109.28,59898.14,548.13
29/11/15,0.00980,545.2,580,527.47,560,284.07,156367.01,550.45
30/11/15,0.00961,561.12,561.78,425,489.87,557.28,285640.8,512.56
1/12/15,0.00948,479.97,496.4,325,454.38,436.55,191835.2,439.43
2/12/15,0.00935,455.31,493.51,446,487,323.94,150432.89,464.38
3/12/15,0.00932,474.73,491.03,463.1,479.89,182.35,86593.35,474.88
4/12/15,0.00927,479.89,487.07,470,480.97,114.17,54491.02,477.29
5/12/15,0.00919,473.99,480.99,455.14,462.26,190.99,89217.22,467.14
6/12/15,0.00885,461,474,451.9,462,372.44,171248.5,459.81
7/12/15,0.00924,467.88,496.48,462.34,479.99,479.55,227962.77,475.37
8/12/15,0.00909,479.99,482.59,461.91,474.9,272.79,129257.33,473.84
9/12/15,0.00883,474.9,476.82,455,461.61,309.97,143840.28,464.04
10/12/15,0.00873,460.37,462.51,444,459.12,192.12,86836.9,452
11/12/15,0.00851,458.9,467,454.82,463.97,86.52,39883.41,460.95
12/12/15,0.00838,462,466.97,452.41,463.95,118.15,54396.66,460.42
13/12/15,0.00825,463.95,468.86,452.97,454.69,256.24,117979.09,460.43
14/12/15,0.00807,459.06,465.33,444.5,447,276.41,124982.48,452.16
15/12/15,0.00819,452.28,473.99,440.1,462.8,580.42,263231.56,453.52
16/12/15,0.00805,462.18,499.12,456.68,483.61,311.19,147253.56,473.19
17/12/15,0.00820,472,502,469.15,499.97,186.1,91400.88,491.15
18/12/15,0.00806,489,502,489,495.1,41.73,20785.56,498.13
19/12/15,0.00805,497,514.99,490.44,514.99,115.15,57358.49,498.13
20/12/15,0.00798,514.5,559.21,514.5,536,245.2,131073.75,534.55
21/12/15,0.00784,536,547.46,496.17,505,245.42,128460.76,523.44
22/12/15,0.00777,511.91,511.91,481.44,499.99,233.36,114408.86,490.27
23/12/15,0.00807,499.99,520.2,492.5,501.99,76.13,38390.24,504.3
24/12/15,0.00798,502,519.77,487.15,515.89,138.73,69196.96,498.78
25/12/15,0.00796,517.76,550,504.54,549.93,98.89,52112.54,526.98
26/12/15,0.00820,545,560,525,540.1,284.01,154970.34,545.65
27/12/15,0.00825,536.1,555.55,533.79,547.44,140.84,76388.98,542.37
28/12/15,0.00824,552.5,571.37,539.91,571.37,327.44,180576.36,551.48
29/12/15,0.00812,572.92,587.95,565,587.26,207.64,120478.96,580.23
30/12/15,0.00813,587.24,587.95,568.1,578.9,98.6,56797.9,576.06
31/12/15,0.00808,578.9,641.99,573.57,637.57,250.1,152309.82,608.99
1/1/16,0.00813,636.97,650,579.51,611.9,291.8,178864.86,612.98
2/1/16,0.00807,611.8,623.65,598,621.9,102.96,63412.83,615.91
3/1/16,0.00810,619.88,645,608.07,635,215.64,133966.23,621.24
4/1/16,0.00805,635,660,631.66,660,271.02,174363.2,643.35
5/1/16,0.00803,659.96,660,630,640.7,281.54,182153.46,646.99
6/1/16,0.00801,640.7,657.54,629.04,653.52,241.88,155951.81,644.74
7/1/16,0.00788,652.9,657.96,644,654,108.68,70640.3,649.98
8/1/16,0.00787,653.99,657.99,643.1,651.2,63.88,41569.53,650.75
9/1/16,0.00795,643.37,651.15,617.6,627.57,230.78,146283.82,633.87
10/1/16,0.00790,625.99,640.26,600.05,639.88,177.72,109655.86,617.02
11/1/16,0.00792,638.15,643.38,613.53,621.83,167.81,105111.72,626.38
12/1/16,0.00789,619.08,627.6,610,627.59,208.76,128840.05,617.16
13/1/16,0.00798,625,641,618.27,629.96,109.84,69151.39,629.58
14/1/16,0.00804,635.97,640.66,630,630,43.46,27466.65,632.05
15/1/16,0.00804,635.5,636.21,579.26,599.9,263.9,159266.62,603.5
